L2_observed,p_value,n_permutations,filtration_values,max_dimension,significant_005,significant_001,method,permutation_axis
21705684.1768,0.66,199,30,2,False,False,"Full Rips complex ECC, max dimension 2, gudhi",Prescribing rate (axis 0)
