org_id,org_name,prescribing_rate_mean,prescribing_rate_median,prescribing_rate_max,months_zero,imd_score_mean,income_score_mean,health_score_mean,education_score_mean,retail_accessibility_score,total_stores,quality_stores,regular_stores,budget_stores,n_lsoas
15M,NHS DERBY AND DERBYSHIRE,0.5724071224047717,0.5395266909682888,1.1487514780409185,0,21.198477726574502,0.21519354838709678,0.2914193548387097,23.201912442396313,0.21782178217821782,303,7,52,244,651
15N,NHS DEVON,2.7806434151924204,2.7589593525368348,3.373082551353653,0,20.238727023319615,0.1980548696844993,0.0712880658436214,21.493106995884773,0.22025316455696203,395,11,65,319,729
16C,NHS TEES VALLEY,17.96835507903786,18.21376642042939,20.617232137287196,0,31.887677647058826,0.30626117647058826,0.8654023529411764,28.387574117647056,0.2577777777777778,225,3,52,170,425
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,0.1762259310369117,0.1849429238151093,0.3131962065210475,1,17.76281466395112,0.18380448065173116,-0.24070468431771896,20.727372708757635,0.2863636363636364,220,12,39,169,491
26A,NHS NORFOLK AND WAVENEY,0.21693552159204768,0.1508915081418072,0.7428958863594223,6,21.672658653846153,0.20653846153846153,-0.009842948717948717,28.367237179487176,0.3249097472924188,277,11,68,198,624
27D,NHS CHESHIRE,10.323908069390198,11.682359651453764,12.871861116761597,0,16.002761802575108,0.1667274678111588,-0.15627038626609444,16.87087982832618,0.30039525691699603,253,18,40,195,466
36J,NHS BRADFORD DISTRICT AND CRAVEN,0.2120546820997248,0.2068419966935033,0.5124748917167101,1,33.7741052631579,0.3279122807017544,0.49745029239766075,36.5684269005848,0.2719298245614035,114,2,27,85,342
36L,NHS SOUTH WEST LONDON,3.3301775458376017,3.2411309553240524,4.381168514838431,0,15.281088838268793,0.19970728929384965,-0.6387801822323463,10.424859908883827,0.32707774798927614,373,37,48,288,878
42D,NHS NORTH YORKSHIRE,7.476572108991114,7.399770088343311,9.779970877275815,0,16.726234200743495,0.1550260223048327,-0.32938661710037176,17.819657992565055,0.23776223776223776,143,5,24,114,269
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,0.09233379783809145,0.0963331393998892,0.1798451977530323,0,23.03242601626016,0.24214308943089433,0.24842276422764228,23.862253658536584,0.2080536912751678,298,7,48,243,615
